OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N1.HOG0015317,-27332.857777,-27332.816117,-27318.689499,-27318.694548,-27716.244612,0.19006,0.18959,0.20203,0.13416,0.20244,0.13434
N1.HOG0015318,-66619.780702,-66619.780702,-66563.795426,-66563.795426,-67194.658144,0.25967,0.25967,0.28149,0.15864,0.28149,0.15864
N1.HOG0015320,-12064.812223,-12064.812223,-12064.31586,-12064.31586,-12160.054078,0.2457,0.2457,0.25014,0.2233,0.25014,0.2233
N1.HOG0015322,-15811.905263,-15811.905263,-15805.516062,-15805.516062,-16100.395742,0.15561,0.15561,0.16633,0.1177,0.16633,0.11769
N1.HOG0015323,-6210.523892,-6210.523892,-6208.585398,-6208.585398,-6420.618556,0.16032,0.16032,0.17996,0.13921,0.17996,0.13921
N1.HOG0015325,-73099.813938,-73099.813935,-73021.76784,-73021.767839,-74030.677417,0.20252,0.20252,0.22236,0.11313,0.22236,0.11312
N1.HOG0015327,-26617.176175,-26617.176175,-26606.728468,-26606.728468,-26715.872534,0.40189,0.40189,0.43685,0.29052,0.43685,0.29052
N1.HOG0015330,-20177.618366,-20177.618372,-20170.339846,-20170.339819,-20987.830704,0.11823,0.11824,0.13435,0.09896,0.13434,0.09898
N1.HOG0015336,-10123.167542,-10123.167543,-10120.875897,-10120.875897,-10271.808904,0.13318,0.13318,0.14005,0.10258,0.14005,0.1026
N1.HOG0015342,-17138.068929,-17138.06893,-17133.754527,-17133.754527,-17768.177752,0.08205,0.08205,0.08894,0.0661,0.08893,0.0661
N1.HOG0015355,-25844.105654,-25844.105654,-25834.020564,-25834.020577,-26318.599654,0.11026,0.11026,0.11707,0.076,0.11706,0.07602
N1.HOG0015356,-26913.255395,-26913.25543,-26887.80273,-26887.802618,-27499.193171,0.14787,0.14782,0.16293,0.09359,0.16291,0.0936
N1.HOG0015357,-20813.313294,-20813.314538,-20794.436943,-20794.436924,-21305.401284,0.16962,0.16955,0.18922,0.11653,0.18915,0.11655
N1.HOG0015359,-22844.78499,-22844.784984,-22834.242878,-22834.242878,-23260.339869,0.14683,0.14683,0.15746,0.10435,0.15746,0.10435
N1.HOG0015360,-33561.811417,-33561.81143,-33537.872697,-33537.872698,-34132.096751,0.17358,0.17357,0.18854,0.11598,0.18853,0.11598
N1.HOG0015361,-29964.325054,-29964.325054,-29955.671261,-29955.671261,-30187.204873,0.28984,0.28984,0.30542,0.22577,0.30542,0.22576
N1.HOG0015362,-57103.631252,-56829.732468,-56885.253992,-56809.52364,-58129.940051,0.17906,0.14973,0.15161,0.11939,0.1634,0.12506
N1.HOG0015365,-29218.138429,-29218.138429,-29213.115333,-29213.115332,-29578.314865,0.33942,0.33941,0.36662,0.30651,0.36662,0.30652
N1.HOG0015374,-12890.475143,-12890.475143,-12888.107164,-12888.107164,-13229.126598,0.13578,0.13577,0.1462,0.11642,0.1462,0.11642
N1.HOG0015377,-93777.743656,-93777.743672,-93762.65781,-93762.65781,-94499.846349,0.32746,0.32745,0.34368,0.28171,0.34368,0.28171
N1.HOG0015379,-12361.983135,-12361.983135,-12361.97659,-12361.97659,-12513.153584,0.20412,0.20412,0.20362,0.20593,0.20362,0.20593
N1.HOG0015382,-17895.848904,-17895.848904,-17889.840235,-17889.840235,-18161.203752,0.15895,0.15895,0.16808,0.11986,0.16808,0.11986
N1.HOG0015396,-47754.605184,-47754.570214,-47729.146088,-47729.23809,-49304.811896,0.0966,0.09621,0.10527,0.06972,0.10431,0.06945
N1.HOG0015399,-48428.849186,-48428.849186,-48336.780454,-48336.780454,-49244.020078,0.2086,0.2086,0.24293,0.11098,0.24293,0.11099
N1.HOG0015401,-24034.66122,-24034.661206,-23950.285196,-23950.285196,-24623.043248,0.18669,0.1867,0.25666,0.08724,0.25667,0.08724
N1.HOG0015405,-59806.982923,-59806.982923,-59794.086799,-59794.086799,-60303.524641,0.40016,0.40016,0.43649,0.35354,0.43649,0.35354
N1.HOG0015406,-24948.119038,-24948.119038,-24945.23959,-24945.23959,-25078.629557,0.42106,0.42106,0.45238,0.37739,0.45238,0.3774
N1.HOG0015408,-34842.651634,-34842.651635,-34837.337023,-34837.337023,-34971.948092,0.55828,0.55829,0.61921,0.50778,0.61921,0.50778
N1.HOG0015412,-35275.22373,-35275.223731,-35272.590661,-35272.590662,-35939.371091,0.20888,0.20889,0.21717,0.19193,0.21716,0.19192
N1.HOG0015413,-14276.677772,-14276.677772,-14273.630257,-14273.630257,-14417.540327,0.30105,0.30105,0.32082,0.25683,0.32083,0.25682
N1.HOG0015414,-29471.133994,-29471.133994,-29458.605343,-29458.605343,-29741.353286,0.29095,0.29094,0.31224,0.22192,0.31224,0.22192
N1.HOG0015430,-9334.457755,-9334.457757,-9324.603802,-9324.603802,-9527.401137,0.22178,0.2218,0.25648,0.15829,0.25647,0.15829
N1.HOG0015431,-5351.39873,-5351.398702,-5348.106355,-5348.111178,-5491.104368,0.13506,0.13499,0.15431,0.09897,0.15472,0.0988
N1.HOG0015434,-42259.108097,-44363.153418,-43502.681091,-43325.736181,-42953.968111,0.12711,0.5002,0.04959,0.04379,0.0917,0.05869
N1.HOG0015438,-39032.314314,-39032.315456,-38958.461715,-38958.466269,-39889.034963,0.15926,0.15926,0.18641,0.0825,0.18658,0.08246
N1.HOG0015451,-70346.087719,-62495.509926,-63390.594734,-66414.733593,-64291.624313,0.61471,0.16007,0.2053,0.10237,0.085,0.54687
N1.HOG0015452,-33643.479017,-33643.479017,-33637.996201,-33637.996201,-34009.034597,0.29024,0.29024,0.30773,0.25307,0.30773,0.25307
N1.HOG0015453,-27775.14485,-27775.14485,-27746.696389,-27746.696389,-28390.603611,0.20777,0.20777,0.23797,0.14877,0.23797,0.14877
N1.HOG0015454,-6352.390534,-6612.923367,-6398.99125,-6501.221347,-6450.551075,0.12771,0.50001,0.21135,0.07532,0.12845,1.30827
N1.HOG0015461,-73438.300558,-61383.674294,-72061.971832,-61565.579541,-66146.580772,2,0.08559,1.71269,2.17072,0.11927,0.06233
N1.HOG0015462,-8176.844087,-8176.844087,-8175.186073,-8175.186073,-8256.918938,0.22124,0.22124,0.23019,0.17816,0.23019,0.17816
N1.HOG0015464,-20760.019832,-20760.019831,-20757.808854,-20757.808855,-21204.636197,0.19837,0.19837,0.20852,0.18021,0.20851,0.18021
N1.HOG0015467,-21190.855877,-21190.855877,-21180.958536,-21180.958536,-21409.266846,0.26094,0.26094,0.2799,0.19471,0.2799,0.19471
N1.HOG0015468,-30271.367573,-30271.367572,-30264.740282,-30264.740281,-30506.791124,0.26565,0.26565,0.27667,0.21135,0.27667,0.21134
N1.HOG0015474,-15942.25488,-15977.700668,-15933.596304,-16022.587396,-16488.715323,0.14199,0.1077,0.15262,0.07495,0.18316,0.10799
N1.HOG0015476,-9766.292328,-9766.292328,-9766.064772,-9766.064772,-9818.160965,0.40424,0.40424,0.41283,0.38375,0.41283,0.38375
N1.HOG0015497,-47654.684493,-47991.570055,-49223.933265,-48513.123845,-50864.411635,0.18866,0.14066,1.81815,0.10206,0.16269,0.18554
N1.HOG0015501,-46225.38895,-46178.601062,-47669.648863,-47449.198475,-51287.098897,0.08411,0.08456,0.08269,0.41617,0.38922,0.03398
N1.HOG0015505,-54048.687989,-54048.687989,-54037.804119,-54037.804119,-54730.076598,0.2625,0.2625,0.27987,0.22533,0.27987,0.22533
N1.HOG0015509,-25753.114,-25753.114,-25741.806683,-25741.806683,-26295.947317,0.19451,0.19451,0.21118,0.15583,0.21119,0.15583
N1.HOG0015510,-16006.721228,-15761.476323,-15774.973171,-15878.423,-17866.46702,0.10222,0.07532,0.09684,0.15037,0.10097,0.03375
N1.HOG0015515,-8970.616345,-8970.616345,-8965.908237,-8965.908237,-9084.219684,0.26643,0.26643,0.30054,0.20566,0.30054,0.20566
N1.HOG0015518,-38844.984378,-38818.96827,-45665.809334,-39000.380365,-40591.819994,0.02103,0.02677,1.91844,0.01344,0.03295,1e-04
N1.HOG0015521,-31523.083682,-31523.083682,-31522.606829,-31522.606829,-31564.253773,0.36656,0.36656,0.36945,0.3313,0.36945,0.3313
N1.HOG0015522,-34423.169851,-34423.169851,-34421.110087,-34421.110087,-34705.390598,0.39512,0.39512,0.41884,0.37236,0.41884,0.37236
N1.HOG0015523,-91359.79993,-91359.79989,-91336.070715,-91336.070718,-92029.803553,0.24998,0.24998,0.26028,0.18912,0.2603,0.1891
N1.HOG0015526,-24728.647128,-21332.034998,-21520.773551,-21370.757425,-21753.315986,1.93407,0.13231,0.17315,0.12651,0.14011,0.06956
N1.HOG0015531,-49064.886319,-49064.886319,-49064.190444,-49064.190399,-49647.216954,0.24024,0.24023,0.24401,0.23011,0.24399,0.23018
N1.HOG0015533,-44685.533729,-44273.808616,-44389.87116,-44346.408295,-45182.749113,0.20074,0.13322,0.13315,0.1593,0.12365,0.15765
N1.HOG0015536,-60266.799847,-60266.799847,-60265.437456,-60265.437456,-60814.988811,0.08384,0.08384,0.08283,0.09469,0.08283,0.0947
N1.HOG0015543,-14522.278393,-14522.278393,-14505.133852,-14505.133852,-14942.785781,0.18264,0.18264,0.21484,0.12992,0.21484,0.12992
N1.HOG0015545,-14578.366411,-14578.366412,-14577.647514,-14577.647516,-14852.241876,0.15403,0.15403,0.1579,0.14092,0.1579,0.14091
N1.HOG0015546,-6924.119238,-6924.119238,-6920.861734,-6920.861734,-7065.540015,0.14425,0.14425,0.154,0.10546,0.154,0.10545
N1.HOG0015547,-19054.424387,-19054.42439,-19041.421475,-19041.421474,-19403.017066,0.25475,0.25471,0.28509,0.19835,0.28509,0.19833
N1.HOG0015554,-26636.670961,-26349.82621,-26322.83827,-26393.563422,-26786.85596,0.14427,0.19003,0.2081,0.11772,0.19978,0.07346
N1.HOG0015555,-20174.504236,-20174.504236,-20142.807381,-20142.807381,-20431.805225,0.18648,0.18648,0.20479,0.07818,0.20478,0.07818
N1.HOG0015556,-45697.451572,-45697.451571,-45688.472191,-45688.472191,-45958.748013,0.42447,0.42447,0.44995,0.36486,0.44995,0.36487
N1.HOG0015561,-28951.623773,-28951.623773,-28947.447288,-28947.447287,-29482.173041,0.23549,0.2355,0.21175,0.255,0.21175,0.25499
N1.HOG0015562,-31375.778472,-31375.778472,-31375.481646,-31375.481646,-31783.027858,0.31837,0.31837,0.32614,0.31174,0.32614,0.31174
N1.HOG0015570,-70637.556307,-70637.556789,-70637.537274,-70637.537315,-72929.969463,0.13023,0.13017,0.12963,0.13083,0.12964,0.13083
N1.HOG0015573,-43376.741208,-43376.741208,-43367.89741,-43367.89741,-43572.717867,0.47045,0.47045,0.50594,0.40518,0.50594,0.40517
N1.HOG0015575,-21514.549603,-21376.390588,-21307.645748,-21327.405566,-21558.037199,0.33065,0.21231,0.24378,0.13779,0.23625,0.15
N1.HOG0015576,-18819.302192,-18819.302181,-18818.20173,-18818.20144,-18973.382338,0.23334,0.23305,0.23855,0.20536,0.2385,0.20514
N1.HOG0015579,-16548.849424,-15880.60849,-16267.186661,-16084.515459,-16130.796557,0.1877,0.14556,0.18041,0.05588,0.11539,0.23337
N1.HOG0015580,-12557.463587,-12557.463587,-12515.185112,-12515.185306,-12992.102759,0.08645,0.08644,0.10667,0.02752,0.10665,0.02751
N1.HOG0015582,-13695.589262,-13695.589262,-13669.112361,-13669.112361,-13938.264547,0.1633,0.1633,0.18359,0.07341,0.18359,0.07342
N1.HOG0015583,-52135.518737,-52135.52305,-52135.509259,-52135.515478,-52517.961777,0.14365,0.14325,0.14349,0.14385,0.1434,0.14389
N1.HOG0015584,-45008.040105,-45008.040104,-44988.359974,-44988.359973,-45979.574415,0.1102,0.1102,0.11843,0.0769,0.11843,0.07689
N1.HOG0015586,-51453.606204,-51453.606204,-51407.475257,-51407.475257,-52211.681671,0.20433,0.20433,0.22482,0.1315,0.22482,0.1315
N1.HOG0015589,-81820.345321,-81820.345321,-81803.528788,-81803.528788,-82688.717329,0.34953,0.34953,0.37627,0.30854,0.37627,0.30854
N1.HOG0015591,-63069.524827,-63069.524835,-63023.926529,-63023.926523,-63904.367916,0.17371,0.1737,0.18618,0.10493,0.18618,0.10492
N1.HOG0015592,-59935.260224,-59733.370641,-60466.129681,-59632.625945,-61247.469014,0.15799,0.12607,0.09784,0.08058,0.13751,0.09085
N1.HOG0015594,-33950.597286,-33950.597286,-33937.687657,-33937.687657,-34418.253899,0.26678,0.26678,0.2866,0.21432,0.2866,0.21432
N1.HOG0015596,-30092.129992,-30092.129992,-30084.750227,-30084.750227,-30557.039911,0.20098,0.20098,0.21144,0.16495,0.21144,0.16495
N1.HOG0015599,-22398.851145,-22398.851147,-22393.450743,-22393.450747,-22658.034769,0.28871,0.28869,0.30804,0.24581,0.30802,0.24578
N1.HOG0015600,-16394.855943,-16394.855944,-16381.882615,-16381.882615,-16615.342771,0.24829,0.24829,0.27654,0.17496,0.27654,0.17496
N1.HOG0015601,-33211.486666,-32680.165755,-33920.54365,-32747.371924,-33348.265043,0.04667,0.11137,0.13136,2.00226,0.1163,0.07228
N1.HOG0015614,-23698.315036,-19786.622209,-20738.903836,-21729.444963,-20474.510108,2.00009,0.08573,0.08342,2.08962,0.57858,0.58473
N1.HOG0015615,-35847.28178,-35847.28178,-35821.262073,-35821.262073,-36876.597136,0.16919,0.16919,0.19016,0.12889,0.19016,0.12889
N1.HOG0015616,-63842.570139,-63842.570139,-63815.947822,-63815.947822,-64108.561078,0.40348,0.40347,0.42636,0.2895,0.42636,0.2895
N1.HOG0015621,-25725.458896,-25725.458896,-25722.894759,-25722.894759,-26132.065634,0.28696,0.28696,0.30686,0.26693,0.30686,0.26693
N1.HOG0015627,-51628.729431,-51628.729431,-51628.710689,-51628.710689,-52041.810696,0.31224,0.31224,0.31146,0.31427,0.31146,0.31427
N1.HOG0015633,-51068.666113,-51068.666113,-51015.27258,-51015.27258,-51896.893745,0.20814,0.20814,0.23225,0.13283,0.23225,0.13283
N1.HOG0015634,-15777.84438,-15777.84438,-15768.57075,-15768.57075,-16004.384965,0.19586,0.19586,0.212,0.13742,0.212,0.13741
N1.HOG0015638,-20518.564368,-20518.564368,-20518.429629,-20518.429629,-20885.005861,0.23928,0.23928,0.23594,0.24411,0.23594,0.24411
N1.HOG0015644,-11854.813264,-11854.813264,-11851.678564,-11851.678564,-11918.308554,0.42242,0.42242,0.45587,0.34989,0.45587,0.34989
N1.HOG0015648,-19189.069613,-19189.069609,-19186.656964,-19186.656962,-19545.850963,0.08702,0.08702,0.09017,0.06901,0.09017,0.06901
N1.HOG0015649,-29204.912615,-25832.936084,-26276.983024,-27118.384234,-28017.115135,1.14121,0.19774,0.19154,0.18848,0.47402,0.46856
N1.HOG0015650,-23804.757248,-23512.827894,-23510.411756,-23507.759468,-24104.024131,0.12816,0.09308,0.10066,0.07368,0.09814,0.07276
N1.HOG0015669,-31037.200685,-31037.200685,-31000.590932,-31000.590932,-31660.888014,0.16165,0.16165,0.18308,0.09909,0.18308,0.09909
N1.HOG0015671,-28325.877712,-28325.877403,-28307.731216,-28307.733576,-28506.641388,0.18194,0.18213,0.18923,0.08773,0.1892,0.08793
N1.HOG0015672,-35028.029626,-34948.823498,-35733.40942,-34920.847863,-35942.555579,0.1876,0.20668,0.24727,0.16752,0.22475,0.14666
N1.HOG0015673,-23769.111489,-23769.11149,-23760.317478,-23760.317478,-24191.31899,0.19769,0.19769,0.21322,0.1549,0.21322,0.15489
N1.HOG0015674,-28060.940135,-28060.940135,-28044.295581,-28044.295581,-28389.986565,0.25296,0.25296,0.27206,0.17903,0.27206,0.17903
N1.HOG0015675,-20634.613562,-20634.613562,-20628.469927,-20628.469927,-20789.637648,0.34553,0.34553,0.37753,0.285,0.37754,0.28499
N1.HOG0015676,-61823.835722,-61823.835722,-61820.441496,-61820.441496,-62071.106369,0.43894,0.43893,0.45627,0.40378,0.45627,0.40378
N1.HOG0015679,-12146.955552,-12146.955552,-12137.014601,-12137.014601,-12292.644206,0.33782,0.33782,0.39188,0.2557,0.39188,0.2557
N1.HOG0015683,-110575.854557,-110575.854577,-110539.190451,-110539.190446,-111984.808301,0.20478,0.20477,0.21639,0.1554,0.21638,0.15541
N1.HOG0015694,-22497.422032,-22497.422032,-22492.590819,-22492.590819,-22671.772276,0.3134,0.31339,0.32823,0.2584,0.32823,0.2584
N1.HOG0015698,-6169.171564,-6169.171567,-6162.426746,-6162.426816,-6499.001769,0.12146,0.12143,0.16757,0.09433,0.16751,0.0943
N1.HOG0015700,-19186.646475,-17162.099517,-16216.774848,-15869.44706,-16572.858645,2.11397,0.50001,0.07089,0.01612,0.06848,0.02084
N1.HOG0015703,-6450.829984,-6450.829984,-6448.65792,-6448.65792,-6666.818221,0.17574,0.17573,0.21177,0.15287,0.21174,0.15287
N1.HOG0015705,-30415.501316,-30394.605171,-31191.364488,-31389.973537,-31019.806646,0.18192,0.18575,0.29124,1.7865,0.44605,0.44105
N1.HOG0015717,-113860.418891,-113673.242529,-122243.987416,-113604.575204,-118087.187721,0.13735,0.12662,0.10093,1.7767,0.13965,0.06282
N1.HOG0015718,-21999.266614,-21999.266614,-21983.618359,-21983.618359,-22260.663067,0.27963,0.27963,0.3063,0.20075,0.30629,0.20076
N1.HOG0015719,-30736.505993,-30736.505979,-30706.47125,-30706.471454,-31360.352102,0.18912,0.18913,0.20952,0.12572,0.2096,0.12571
N1.HOG0015720,-19730.077876,-19730.077876,-19699.46804,-19699.46804,-20120.654654,0.15703,0.15703,0.17545,0.08089,0.17545,0.08089
N1.HOG0015721,-14014.142362,-14014.142362,-13983.803711,-13983.803711,-14193.90029,0.22063,0.22063,0.24576,0.09169,0.24575,0.09169
N1.HOG0015722,-15574.399018,-15574.399018,-15574.395613,-15574.395613,-15605.22889,0.28513,0.28513,0.28539,0.28178,0.28539,0.28178
N1.HOG0015723,-17586.464606,-17586.464606,-17576.447964,-17576.447964,-17796.528272,0.26637,0.26637,0.29414,0.20049,0.29414,0.20049
N1.HOG0015726,-6013.030243,-6013.030243,-6007.389309,-6007.389309,-6132.636237,0.11038,0.11038,0.11982,0.06093,0.11982,0.06093
N1.HOG0015741,-36763.646725,-36763.646726,-36688.736509,-36688.73651,-37462.050564,0.16109,0.16109,0.18093,0.07161,0.18093,0.07161
N1.HOG0015751,-17246.021707,-14116.175747,-14980.882216,-16072.55125,-16346.873405,2,0.01543,0.01409,1.03942,0.57003,0.86226
N1.HOG0015761,-22586.991514,-19533.842734,-20303.914992,-19516.387177,-20582.273769,2,0.05845,0.11364,0.00086,0.09611,0.07578
N1.HOG0015768,-59785.175539,-59785.175539,-59770.39713,-59770.397129,-60731.189047,0.26335,0.26335,0.28982,0.23023,0.28982,0.23024
N1.HOG0015770,-31319.003711,-31319.003711,-31318.556828,-31318.556828,-31601.541771,0.3118,0.3118,0.31693,0.30011,0.31693,0.30011
N1.HOG0015771,-23532.037075,-23532.037075,-23531.992872,-23531.992872,-23703.184605,0.25154,0.25154,0.25265,0.24668,0.25265,0.24669
N1.HOG0015772,-37092.313297,-37092.313297,-37090.525535,-37090.525535,-37387.811163,0.31541,0.31541,0.32381,0.29097,0.32381,0.29097
N1.HOG0015773,-17201.676617,-17201.676617,-17196.935389,-17196.935389,-17349.600036,0.33309,0.33309,0.35766,0.27481,0.35766,0.27481
N1.HOG0015776,-14122.506694,-14122.506694,-14117.209964,-14117.209964,-14370.876893,0.21688,0.21688,0.23452,0.17582,0.23452,0.17582
N1.HOG0015777,-25098.094196,-25098.094196,-25077.625824,-25077.625824,-25496.437985,0.27399,0.27399,0.30913,0.20544,0.30913,0.20544
N1.HOG0015779,-37147.587588,-36937.122142,-38775.821736,-37694.054365,-39716.04478,0.23819,0.21602,0.23766,2.39896,0.13477,1.17363
N1.HOG0015780,-21611.081176,-23442.650182,-24557.9084,-21567.050181,-22713.736163,0.05956,0.50004,0.04233,2.07602,0.06704,0.03957
N1.HOG0015782,-44359.495073,-45976.254742,-44355.085501,-44364.20804,-45255.453799,0.15898,0.5,0.15902,0.14389,0.15964,0.12416
N1.HOG0015783,-15721.453881,-15709.086943,-16420.587889,-15704.064815,-16079.179483,0.08229,0.07721,0.10494,1.13378,0.08133,0.04326
N1.HOG0015784,-31857.494016,-31857.494016,-31808.901768,-31808.901768,-33227.705464,0.17535,0.17534,0.23368,0.13382,0.23368,0.13382
N1.HOG0015789,-14927.762302,-14927.762302,-14927.760754,-14927.760754,-15058.449235,0.21906,0.21906,0.21883,0.22007,0.21883,0.22007
N1.HOG0015794,-16131.108203,-16130.998421,-16337.308917,-16197.215431,-16639.898692,0.10558,0.10719,0.15155,0.05099,0.10948,0.03267
N1.HOG0015795,-51613.560847,-51613.560847,-51612.854672,-51612.854672,-51949.166445,0.37608,0.37608,0.38297,0.36271,0.38297,0.36271
N1.HOG0015796,-15059.558078,-15059.558078,-15045.558715,-15045.558715,-15374.248512,0.15,0.15,0.16504,0.09486,0.16504,0.09486
N1.HOG0015799,-17883.160132,-17883.160132,-17883.100783,-17883.100783,-18081.57633,0.26183,0.26183,0.26391,0.25695,0.26391,0.25695
N1.HOG0015801,-13403.860169,-13403.860169,-13400.906551,-13400.906551,-13508.249681,0.31764,0.31764,0.33465,0.26291,0.33465,0.2629
N1.HOG0015803,-34344.328516,-31298.446602,-31175.56617,-31119.436922,-31648.667463,2.04812,0.25366,0.25533,0.16634,0.26728,0.20355
N1.HOG0015804,-6848.148254,-6848.139739,-6845.573836,-6845.558841,-7279.634536,0.06406,0.06413,0.0758,0.05258,0.07582,0.05242
N1.HOG0015810,-14012.119931,-11588.546496,-13891.572105,-11451.354651,-12061.968054,2,0.05155,2.1162,2.01488,0.0164,0.04162
N1.HOG0015814,-44426.153123,-44426.153123,-44419.824997,-44419.824997,-45003.823862,0.24878,0.24878,0.26456,0.22044,0.26456,0.22043
N1.HOG0015815,-21158.356735,-21158.356735,-21135.472562,-21135.472562,-21494.815505,0.26908,0.26908,0.30487,0.18784,0.30487,0.18785
N1.HOG0015817,-16855.1645,-16591.033078,-16546.324271,-16649.07796,-17265.087118,0.1653,0.12944,0.1409,0.07201,0.09494,0.05882
N1.HOG0015819,-24023.487189,-23811.622351,-24297.926183,-23926.911591,-24049.788462,0.31151,0.26896,0.26181,1.69282,0.24616,0.62183
N1.HOG0015820,-23607.395533,-23607.395509,-23583.433061,-23583.433074,-23922.483513,0.11259,0.11261,0.10112,0.16783,0.10111,0.16784
N1.HOG0015842,-43145.405457,-43145.405457,-43121.10224,-43121.10224,-44026.037974,0.23557,0.23557,0.26352,0.18775,0.26352,0.18775
N1.HOG0015869,-17402.994591,-17402.994594,-17372.526628,-17372.526628,-17750.483326,0.1576,0.15759,0.17862,0.07787,0.17861,0.07787
N1.HOG0015871,-26910.069471,-26910.069471,-26886.02541,-26886.02541,-27426.506926,0.17736,0.17736,0.19389,0.11649,0.19389,0.11649
N1.HOG0015874,-13176.616253,-13176.616282,-13175.07943,-13175.079432,-13890.11044,0.06328,0.06327,0.06862,0.0559,0.06862,0.05592
N1.HOG0015875,-34054.858807,-34054.858811,-34054.635451,-34054.635569,-34465.951411,0.22066,0.22066,0.21832,0.22663,0.21832,0.22669
N1.HOG0015876,-16741.011938,-16741.011938,-16737.594711,-16737.594711,-16910.060215,0.30166,0.30166,0.31922,0.25716,0.31923,0.25717
N1.HOG0015877,-16251.590104,-16251.590104,-16250.340768,-16250.340768,-16443.650912,0.22606,0.22606,0.23275,0.20188,0.23275,0.20188
N1.HOG0015878,-11650.564677,-11650.564677,-11649.135096,-11649.135096,-11859.307871,0.24026,0.24026,0.25501,0.21806,0.25502,0.21806
N1.HOG0015880,-17249.914937,-17249.914937,-17240.982171,-17240.982171,-17502.10639,0.24813,0.24813,0.27001,0.19207,0.27001,0.19207
