OG,Background,Foreground,WE,TAG
N1.HOG0029070,0.19897,0.19897,0.19897,0.19897
N1.HOG0029078,0.20296,0.20296,0.20296,0.20296
N1.HOG0029080,0.15609,0.15609,0.15609,0.15609
N1.HOG0029093,0.24608,0.24608,0.24608,0.24608
N1.HOG0029109,0.35965,0.35965,0.35965,0.35965
N1.HOG0029132,0.24957,0.24957,0.24957,0.24957
N1.HOG0029133,0.13573,0.13573,0.13573,0.13573
N1.HOG0029142,0.35037,0.35037,0.35037,0.35037
N1.HOG0029157,0.25202,0.25202,0.25202,0.25202
N1.HOG0029170,0.18007,0.18007,0.18007,0.18007
N1.HOG0029176,0.27676,0.27676,0.27676,0.27676
N1.HOG0029185,0.15621,0.15621,0.15621,0.15621
N1.HOG0029191,0.15397,0.15397,0.15397,0.15397
N1.HOG0029194,0.20381,0.20381,0.20381,0.20381
N1.HOG0029196,0.29416,0.29416,0.29416,0.29416
N1.HOG0029208,0.34189,0.34189,0.34189,0.34189
N1.HOG0029209,0.23817,0.23817,0.23817,0.23817
N1.HOG0029224,0.34387,0.34387,0.34387,0.34387
N1.HOG0029235,0.16583,0.16583,0.16583,0.16583
N1.HOG0029238,0.20066,0.20066,0.20066,0.20066
N1.HOG0029241,0.14245,0.14245,0.14245,0.14245
N1.HOG0029248,0.37511,0.37511,0.37511,0.37511
N1.HOG0029252,0.20378,0.20378,0.20378,0.20378
N1.HOG0029256,0.18759,0.18759,0.18759,0.18759
N1.HOG0029274,0.20529,0.20529,0.20529,0.20529
N1.HOG0029285,0.21957,0.21957,0.21957,0.21957
N1.HOG0029295,0.18837,0.18837,0.18837,0.18837
N1.HOG0029296,0.09009,0.09009,0.09009,0.09009
N1.HOG0029310,0.13013,0.13013,0.13013,0.13013
N1.HOG0029321,0.10488,0.10488,0.10488,0.10488
N1.HOG0029330,0.12945,0.12945,0.12945,0.12945
N1.HOG0029332,0.10932,0.10932,0.10932,0.10932
N1.HOG0029336,0.17502,0.17502,0.17502,0.17502
N1.HOG0029369,0.09198,0.09198,0.09198,0.09198
N1.HOG0029370,0.13436,0.13436,0.13436,0.13436
N1.HOG0029379,0.29899,0.29899,0.29899,0.29899
N1.HOG0029389,0.2145,0.2145,0.2145,0.2145
N1.HOG0029390,0.37511,0.37511,0.37511,0.37511
N1.HOG0029392,0.31309,0.31309,0.31309,0.31309
N1.HOG0029407,0.27211,0.27211,0.27211,0.27211
N1.HOG0029423,0.28291,0.28291,0.28291,0.28291
N1.HOG0029441,0.45586,0.45586,0.45586,0.45586
N1.HOG0029449,0.24801,0.24801,0.24801,0.24801
N1.HOG0029450,0.22134,0.22134,0.22134,0.22134
N1.HOG0029467,0.25374,0.25374,0.25374,0.25374
N1.HOG0029470,0.34014,0.34014,0.34014,0.34014
N1.HOG0029472,0.10199,0.10199,0.10199,0.10199
N1.HOG0029480,0.13205,0.13205,0.13205,0.13205
N1.HOG0029488,0.28768,0.28768,0.28768,0.28768
N1.HOG0029493,0.14916,0.14916,0.14916,0.14916
N1.HOG0029501,0.13777,0.13777,0.13777,0.13777
N1.HOG0029505,0.22857,0.22857,0.22857,0.22857
N1.HOG0029527,0.28733,0.28733,0.28733,0.28733
N1.HOG0029533,0.1988,0.1988,0.1988,0.1988
N1.HOG0029537,0.30596,0.30596,0.30596,0.30596
N1.HOG0029540,0.30243,0.30243,0.30243,0.30243
N1.HOG0029545,0.13081,0.13081,0.13081,0.13081
N1.HOG0029552,0.26325,0.26325,0.26325,0.26325
N1.HOG0029565,0.3842,0.3842,0.3842,0.3842
N1.HOG0029590,0.0964,0.0964,0.0964,0.0964
N1.HOG0029599,0.2508,0.2508,0.2508,0.2508
N1.HOG0029606,0.18178,0.18178,0.18178,0.18178
N1.HOG0029608,0.16058,0.16058,0.16058,0.16058
N1.HOG0029617,0.19992,0.19992,0.19992,0.19992
N1.HOG0029618,0.41791,0.41791,0.41791,0.41791
N1.HOG0029619,0.46473,0.46473,0.46473,0.46473
N1.HOG0029648,0.34841,0.34841,0.34841,0.34841
N1.HOG0029651,0.34283,0.34283,0.34283,0.34283
N1.HOG0029654,0.2474,0.2474,0.2474,0.2474
N1.HOG0029658,0.16802,0.16802,0.16802,0.16802
N1.HOG0029666,0.18292,0.18292,0.18292,0.18292
N1.HOG0029678,0.23755,0.23755,0.23755,0.23755
N1.HOG0029683,0.2188,0.2188,0.2188,0.2188
N1.HOG0029692,0.34695,0.34695,0.34695,0.34695
N1.HOG0029695,0.15977,0.15977,0.15977,0.15977
N1.HOG0029696,0.1654,0.1654,0.1654,0.1654
N1.HOG0029697,0.28331,0.28331,0.28331,0.28331
N1.HOG0029717,0.20801,0.20801,0.20801,0.20801
N1.HOG0029719,0.38433,0.38433,0.38433,0.38433
N1.HOG0029720,0.25736,0.25736,0.25736,0.25736
N1.HOG0029725,0.42538,0.42538,0.42538,0.42538
N1.HOG0029727,0.26686,0.26686,0.26686,0.26686
N1.HOG0029730,0.32817,0.32817,0.32817,0.32817
N1.HOG0029731,0.25837,0.25837,0.25837,0.25837
N1.HOG0029737,0.46234,0.46234,0.46234,0.46234
N1.HOG0029754,0.21884,0.21884,0.21884,0.21884
N1.HOG0029756,0.30952,0.30952,0.30952,0.30952
N1.HOG0029777,0.37333,0.37333,0.37333,0.37333
N1.HOG0029781,0.20119,0.20119,0.20119,0.20119
N1.HOG0029785,0.2242,0.2242,0.2242,0.2242
N1.HOG0029794,0.07453,0.07453,0.07453,0.07453
N1.HOG0029803,0.17493,0.17493,0.17493,0.17493
N1.HOG0029810,0.29468,0.29468,0.29468,0.29468
N1.HOG0029814,0.33173,0.33173,0.33173,0.33173
N1.HOG0029817,0.15404,0.15404,0.15404,0.15404
N1.HOG0029819,0.27534,0.27534,0.27534,0.27534
N1.HOG0029821,0.28418,0.28418,0.28418,0.28418
N1.HOG0029824,0.17057,0.17057,0.17057,0.17057
N1.HOG0029826,0.37544,0.37544,0.37544,0.37544
N1.HOG0029832,0.1417,0.1417,0.1417,0.1417
N1.HOG0029833,0.19238,0.19238,0.19238,0.19238
N1.HOG0029838,0.14085,0.14085,0.14085,0.14085
N1.HOG0029842,0.181,0.181,0.181,0.181
N1.HOG0029845,0.25768,0.25768,0.25768,0.25768
N1.HOG0029860,0.25585,0.25585,0.25585,0.25585
N1.HOG0029864,0.32185,0.32185,0.32185,0.32185
N1.HOG0029880,0.33667,0.33667,0.33667,0.33667
N1.HOG0029884,0.1684,0.1684,0.1684,0.1684
N1.HOG0029885,0.09846,0.09846,0.09846,0.09846
N1.HOG0029888,0.23381,0.23381,0.23381,0.23381
N1.HOG0029891,0.12492,0.12492,0.12492,0.12492
N1.HOG0029893,0.1848,0.1848,0.1848,0.1848
N1.HOG0029895,0.20731,0.20731,0.20731,0.20731
N1.HOG0029901,0.37057,0.37057,0.37057,0.37057
N1.HOG0029904,0.42116,0.42116,0.42116,0.42116
N1.HOG0029911,0.11817,0.11817,0.11817,0.11817
N1.HOG0029913,0.18913,0.18913,0.18913,0.18913
N1.HOG0029914,0.11565,0.11565,0.11565,0.11565
N1.HOG0029925,0.38488,0.38488,0.38488,0.38488
N1.HOG0029935,0.05818,0.05818,0.05818,0.05818
N1.HOG0029943,0.29488,0.29488,0.29488,0.29488
N1.HOG0029944,0.20433,0.20433,0.20433,0.20433
N1.HOG0029950,0.13975,0.13975,0.13975,0.13975
N1.HOG0029966,0.56498,0.56498,0.56498,0.56498
N1.HOG0029972,0.28209,0.28209,0.28209,0.28209
N1.HOG0029990,0.14092,0.14092,0.14092,0.14092
N1.HOG0029992,0.24628,0.24628,0.24628,0.24628
N1.HOG0029994,0.2362,0.2362,0.2362,0.2362
N1.HOG0030001,0.17237,0.17237,0.17237,0.17237
N1.HOG0030005,0.18181,0.18181,0.18181,0.18181
N1.HOG0030017,0.3318,0.3318,0.3318,0.3318
N1.HOG0030041,0.28029,0.28029,0.28029,0.28029
N1.HOG0030042,0.48646,0.48646,0.48646,0.48646
N1.HOG0030052,0.09634,0.09634,0.09634,0.09634
N1.HOG0030068,0.10204,0.10204,0.10204,0.10204
N1.HOG0030069,0.18467,0.18467,0.18467,0.18467
N1.HOG0030092,0.21009,0.21009,0.21009,0.21009
N1.HOG0030100,0.17073,0.17073,0.17073,0.17073
N1.HOG0030103,0.29998,0.29998,0.29998,0.29998
N1.HOG0030111,0.30877,0.30877,0.30877,0.30877
N1.HOG0030119,0.10531,0.10531,0.10531,0.10531
N1.HOG0030141,0.21102,0.21102,0.21102,0.21102
N1.HOG0030142,0.24481,0.24481,0.24481,0.24481
N1.HOG0030156,0.24537,0.24537,0.24537,0.24537
N1.HOG0030180,0.15208,0.15208,0.15208,0.15208
N1.HOG0030185,0.3376,0.3376,0.3376,0.3376
N1.HOG0030192,0.2375,0.2375,0.2375,0.2375
N1.HOG0030195,0.20751,0.20751,0.20751,0.20751
N1.HOG0030196,0.11581,0.11581,0.11581,0.11581
N1.HOG0030202,0.17295,0.17295,0.17295,0.17295
N1.HOG0030211,0.20067,0.20067,0.20067,0.20067
N1.HOG0030234,0.23619,0.23619,0.23619,0.23619
N1.HOG0030240,0.33744,0.33744,0.33744,0.33744
N1.HOG0030248,0.25116,0.25116,0.25116,0.25116
N1.HOG0030260,0.25827,0.25827,0.25827,0.25827
N1.HOG0030262,0.38742,0.38742,0.38742,0.38742
N1.HOG0030263,0.21093,0.21093,0.21093,0.21093
N1.HOG0030266,0.13355,0.13355,0.13355,0.13355
N1.HOG0030269,0.11356,0.11356,0.11356,0.11356
N1.HOG0030270,0.12854,0.12854,0.12854,0.12854
N1.HOG0030274,0.15772,0.15772,0.15772,0.15772
N1.HOG0030286,0.23745,0.23745,0.23745,0.23745
N1.HOG0030304,0.16407,0.16407,0.16407,0.16407
N1.HOG0030306,0.16599,0.16599,0.16599,0.16599
N1.HOG0030308,0.37023,0.37023,0.37023,0.37023
N1.HOG0030309,0.27422,0.27422,0.27422,0.27422
N1.HOG0030316,0.21104,0.21104,0.21104,0.21104
N1.HOG0030322,0.10794,0.10794,0.10794,0.10794
N1.HOG0030336,0.23179,0.23179,0.23179,0.23179
N1.HOG0030338,0.35534,0.35534,0.35534,0.35534
N1.HOG0030342,0.15587,0.15587,0.15587,0.15587
N1.HOG0030343,0.17328,0.17328,0.17328,0.17328
N1.HOG0030351,0.32304,0.32304,0.32304,0.32304
N1.HOG0030369,0.33143,0.33143,0.33143,0.33143
N1.HOG0030383,0.28652,0.28652,0.28652,0.28652
N1.HOG0030387,0.28749,0.28749,0.28749,0.28749
N1.HOG0030411,0.46405,0.46405,0.46405,0.46405
N1.HOG0030412,0.31195,0.31195,0.31195,0.31195
N1.HOG0030414,0.42935,0.42935,0.42935,0.42935
N1.HOG0030415,0.27959,0.27959,0.27959,0.27959
N1.HOG0030427,0.3697,0.3697,0.3697,0.3697
N1.HOG0030449,0.2107,0.2107,0.2107,0.2107
N1.HOG0030450,0.18331,0.18331,0.18331,0.18331
N1.HOG0030454,0.17748,0.17748,0.17748,0.17748
N1.HOG0030466,0.25657,0.25657,0.25657,0.25657
N1.HOG0030489,0.25815,0.25815,0.25815,0.25815
N1.HOG0030490,0.28939,0.28939,0.28939,0.28939
N1.HOG0030493,0.25787,0.25787,0.25787,0.25787
N1.HOG0030495,0.432,0.432,0.432,0.432
N1.HOG0030496,0.23132,0.23132,0.23132,0.23132
N1.HOG0030505,0.28705,0.28705,0.28705,0.28705
N1.HOG0030511,0.19203,0.19203,0.19203,0.19203
N1.HOG0030529,0.23033,0.23033,0.23033,0.23033
N1.HOG0030533,0.07741,0.07741,0.07741,0.07741
N1.HOG0030538,0.26002,0.26002,0.26002,0.26002
N1.HOG0030558,0.17007,0.17007,0.17007,0.17007
N1.HOG0030566,0.16211,0.16211,0.16211,0.16211
N1.HOG0030568,0.16726,0.16726,0.16726,0.16726
N1.HOG0030581,0.15991,0.15991,0.15991,0.15991
N1.HOG0030591,0.40233,0.40233,0.40233,0.40233
N1.HOG0030592,0.2531,0.2531,0.2531,0.2531
N1.HOG0030599,0.1352,0.1352,0.1352,0.1352
N1.HOG0030604,0.28419,0.28419,0.28419,0.28419
N1.HOG0030613,0.11637,0.11637,0.11637,0.11637
N1.HOG0030619,0.06653,0.06653,0.06653,0.06653
N1.HOG0030620,0.19312,0.19312,0.19312,0.19312
N1.HOG0030621,0.13321,0.13321,0.13321,0.13321
N1.HOG0030630,0.08417,0.08417,0.08417,0.08417
N1.HOG0030633,0.26411,0.26411,0.26411,0.26411
N1.HOG0030643,0.07795,0.07795,0.07795,0.07795
N1.HOG0030667,0.19365,0.19365,0.19365,0.19365
N1.HOG0030671,0.24184,0.24184,0.24184,0.24184
N1.HOG0030677,0.15699,0.15699,0.15699,0.15699
N1.HOG0030683,0.31044,0.31044,0.31044,0.31044
N1.HOG0030691,0.0784,0.0784,0.0784,0.0784
N1.HOG0030715,0.22471,0.22471,0.22471,0.22471
N1.HOG0030722,0.35912,0.35912,0.35912,0.35912
N1.HOG0030729,0.28405,0.28405,0.28405,0.28405
N1.HOG0030765,0.36489,0.36489,0.36489,0.36489
N1.HOG0030771,0.44433,0.44433,0.44433,0.44433
N1.HOG0030773,0.38321,0.38321,0.38321,0.38321
N1.HOG0030776,0.32269,0.32269,0.32269,0.32269
N1.HOG0030780,0.12646,0.12646,0.12646,0.12646
N1.HOG0030782,0.13622,0.13622,0.13622,0.13622
N1.HOG0030793,0.05788,0.05788,0.05788,0.05788
N1.HOG0030804,0.12166,0.12166,0.12166,0.12166
N1.HOG0030824,0.19574,0.19574,0.19574,0.19574
N1.HOG0030843,0.34674,0.34674,0.34674,0.34674
N1.HOG0030858,0.21766,0.21766,0.21766,0.21766
N1.HOG0030859,0.2648,0.2648,0.2648,0.2648
N1.HOG0030872,0.18515,0.18515,0.18515,0.18515
N1.HOG0030874,0.23129,0.23129,0.23129,0.23129
N1.HOG0030906,0.33072,0.33072,0.33072,0.33072
N1.HOG0030908,0.10472,0.10472,0.10472,0.10472
N1.HOG0030918,0.16196,0.16196,0.16196,0.16196
N1.HOG0030921,0.10301,0.10301,0.10301,0.10301
N1.HOG0030922,0.24128,0.24128,0.24128,0.24128
N1.HOG0030932,0.36188,0.36188,0.36188,0.36188
N1.HOG0030933,0.15577,0.15577,0.15577,0.15577
N1.HOG0030939,0.33988,0.33988,0.33988,0.33988
N1.HOG0030949,0.10483,0.10483,0.10483,0.10483
N1.HOG0030953,0.19265,0.19265,0.19265,0.19265
N1.HOG0030960,0.13615,0.13615,0.13615,0.13615
N1.HOG0030968,0.30464,0.30464,0.30464,0.30464
N1.HOG0030971,0.16021,0.16021,0.16021,0.16021
N1.HOG0030973,0.1478,0.1478,0.1478,0.1478
N1.HOG0030974,0.41409,0.41409,0.41409,0.41409
N1.HOG0030980,0.31026,0.31026,0.31026,0.31026
N1.HOG0030984,0.09726,0.09726,0.09726,0.09726
N1.HOG0030991,0.26702,0.26702,0.26702,0.26702
N1.HOG0031006,0.23789,0.23789,0.23789,0.23789
N1.HOG0031011,0.20962,0.20962,0.20962,0.20962
N1.HOG0031019,0.40228,0.40228,0.40228,0.40228
N1.HOG0031026,0.36606,0.36606,0.36606,0.36606
N1.HOG0031027,0.24109,0.24109,0.24109,0.24109
N1.HOG0031029,0.45687,0.45687,0.45687,0.45687
N1.HOG0031032,0.39613,0.39613,0.39613,0.39613
N1.HOG0031038,0.42951,0.42951,0.42951,0.42951
N1.HOG0031040,0.46306,0.46306,0.46306,0.46306
N1.HOG0031048,0.37761,0.37761,0.37761,0.37761
N1.HOG0031049,0.29044,0.29044,0.29044,0.29044
N1.HOG0031065,0.18251,0.18251,0.18251,0.18251
N1.HOG0031075,0.26252,0.26252,0.26252,0.26252
N1.HOG0031079,0.22614,0.22614,0.22614,0.22614
N1.HOG0031083,0.16024,0.16024,0.16024,0.16024
N1.HOG0031088,0.19936,0.19936,0.19936,0.19936
N1.HOG0031090,0.17718,0.17718,0.17718,0.17718
N1.HOG0031093,0.24685,0.24685,0.24685,0.24685
N1.HOG0031100,0.32852,0.32852,0.32852,0.32852
N1.HOG0031104,0.14441,0.14441,0.14441,0.14441
N1.HOG0031120,0.47082,0.47082,0.47082,0.47082
N1.HOG0031121,0.33408,0.33408,0.33408,0.33408
N1.HOG0031125,0.33167,0.33167,0.33167,0.33167
N1.HOG0031128,0.08858,0.08858,0.08858,0.08858
N1.HOG0031139,0.25643,0.25643,0.25643,0.25643
N1.HOG0031141,0.13736,0.13736,0.13736,0.13736
N1.HOG0031164,0.22794,0.22794,0.22794,0.22794
N1.HOG0031167,0.27601,0.27601,0.27601,0.27601
N1.HOG0031178,0.14386,0.14386,0.14386,0.14386
N1.HOG0031182,0.22799,0.22799,0.22799,0.22799
N1.HOG0031185,0.17649,0.17649,0.17649,0.17649
N1.HOG0031189,0.28057,0.28057,0.28057,0.28057
N1.HOG0031192,0.18239,0.18239,0.18239,0.18239
N1.HOG0031194,0.18459,0.18459,0.18459,0.18459
N1.HOG0031207,0.43915,0.43915,0.43915,0.43915
N1.HOG0031212,0.04769,0.04769,0.04769,0.04769
N1.HOG0031215,0.25536,0.25536,0.25536,0.25536
N1.HOG0031217,0.41345,0.41345,0.41345,0.41345
N1.HOG0031224,0.21211,0.21211,0.21211,0.21211
N1.HOG0031235,0.23361,0.23361,0.23361,0.23361
N1.HOG0031242,0.23554,0.23554,0.23554,0.23554
N1.HOG0031253,0.17641,0.17641,0.17641,0.17641
N1.HOG0031254,0.29228,0.29228,0.29228,0.29228
N1.HOG0031260,0.21764,0.21764,0.21764,0.21764
N1.HOG0031261,0.35084,0.35084,0.35084,0.35084
N1.HOG0031262,0.17817,0.17817,0.17817,0.17817
N1.HOG0031289,0.27003,0.27003,0.27003,0.27003
N1.HOG0031296,0.31727,0.31727,0.31727,0.31727
N1.HOG0031297,0.29311,0.29311,0.29311,0.29311
N1.HOG0031303,0.18842,0.18842,0.18842,0.18842
N1.HOG0031309,0.34099,0.34099,0.34099,0.34099
N1.HOG0031312,0.20682,0.20682,0.20682,0.20682
N1.HOG0031320,0.30356,0.30356,0.30356,0.30356
N1.HOG0031324,0.28156,0.28156,0.28156,0.28156
N1.HOG0031326,0.26117,0.26117,0.26117,0.26117
N1.HOG0031336,0.33355,0.33355,0.33355,0.33355
N1.HOG0031344,0.29064,0.29064,0.29064,0.29064
N1.HOG0031345,0.50443,0.50443,0.50443,0.50443
N1.HOG0031347,0.43575,0.43575,0.43575,0.43575
N1.HOG0031359,0.25925,0.25925,0.25925,0.25925
N1.HOG0031371,0.10977,0.10977,0.10977,0.10977
N1.HOG0031372,0.16405,0.16405,0.16405,0.16405
N1.HOG0031375,0.32307,0.32307,0.32307,0.32307
N1.HOG0031378,0.21138,0.21138,0.21138,0.21138
N1.HOG0031388,0.1729,0.1729,0.1729,0.1729
N1.HOG0031399,0.28043,0.28043,0.28043,0.28043
N1.HOG0031400,0.16124,0.16124,0.16124,0.16124
N1.HOG0031429,0.35541,0.35541,0.35541,0.35541
N1.HOG0031430,0.1602,0.1602,0.1602,0.1602
N1.HOG0031442,0.17455,0.17455,0.17455,0.17455
N1.HOG0031444,0.31392,0.31392,0.31392,0.31392
N1.HOG0031451,0.22445,0.22445,0.22445,0.22445
N1.HOG0031455,0.26164,0.26164,0.26164,0.26164
N1.HOG0031457,0.21295,0.21295,0.21295,0.21295
N1.HOG0031458,0.38564,0.38564,0.38564,0.38564
N1.HOG0031470,0.12827,0.12827,0.12827,0.12827
N1.HOG0031475,0.05265,0.05265,0.05265,0.05265
N1.HOG0031486,0.23073,0.23073,0.23073,0.23073
N1.HOG0031487,0.38233,0.38233,0.38233,0.38233
N1.HOG0031504,0.27631,0.27631,0.27631,0.27631
N1.HOG0031505,0.34958,0.34958,0.34958,0.34958
N1.HOG0031509,0.18532,0.18532,0.18532,0.18532
N1.HOG0031511,0.33918,0.33918,0.33918,0.33918
N1.HOG0031515,0.10415,0.10415,0.10415,0.10415
N1.HOG0031520,0.22073,0.22073,0.22073,0.22073
N1.HOG0031523,0.36964,0.36964,0.36964,0.36964
N1.HOG0031525,0.20838,0.20838,0.20838,0.20838
N1.HOG0031529,0.2284,0.2284,0.2284,0.2284
N1.HOG0031536,0.15428,0.15428,0.15428,0.15428
N1.HOG0031538,0.39296,0.39296,0.39296,0.39296
N1.HOG0031539,0.15976,0.15976,0.15976,0.15976
N1.HOG0031542,0.29658,0.29658,0.29658,0.29658
N1.HOG0031543,0.23431,0.23431,0.23431,0.23431
N1.HOG0031544,0.20326,0.20326,0.20326,0.20326
N1.HOG0031545,0.2211,0.2211,0.2211,0.2211
N1.HOG0031549,0.25001,0.25001,0.25001,0.25001
N1.HOG0031555,0.30534,0.30534,0.30534,0.30534
N1.HOG0031564,0.11564,0.11564,0.11564,0.11564
N1.HOG0031568,0.35726,0.35726,0.35726,0.35726
N1.HOG0031572,0.24482,0.24482,0.24482,0.24482
N1.HOG0031582,0.17565,0.17565,0.17565,0.17565
N1.HOG0031583,0.19556,0.19556,0.19556,0.19556
N1.HOG0031584,0.17266,0.17266,0.17266,0.17266
N1.HOG0031588,0.24289,0.24289,0.24289,0.24289
N1.HOG0031591,0.2625,0.2625,0.2625,0.2625
N1.HOG0031592,0.30494,0.30494,0.30494,0.30494
N1.HOG0031607,0.15174,0.15174,0.15174,0.15174
N1.HOG0031610,0.08152,0.08152,0.08152,0.08152
N1.HOG0031618,0.27255,0.27255,0.27255,0.27255
N1.HOG0031637,0.23491,0.23491,0.23491,0.23491
N1.HOG0031641,0.19126,0.19126,0.19126,0.19126
N1.HOG0031654,0.56354,0.56354,0.56354,0.56354
N1.HOG0031662,0.46143,0.46143,0.46143,0.46143
N1.HOG0031678,0.17943,0.17943,0.17943,0.17943
N1.HOG0031681,0.29593,0.29593,0.29593,0.29593
N1.HOG0031685,0.16146,0.16146,0.16146,0.16146
N1.HOG0031688,0.24591,0.24591,0.24591,0.24591
N1.HOG0031695,0.11097,0.11097,0.11097,0.11097
N1.HOG0031712,0.10958,0.10958,0.10958,0.10958
N1.HOG0031720,0.21558,0.21558,0.21558,0.21558
N1.HOG0031731,0.16153,0.16153,0.16153,0.16153
N1.HOG0031734,0.24764,0.24764,0.24764,0.24764
N1.HOG0031748,0.39564,0.39564,0.39564,0.39564
N1.HOG0031767,0.28784,0.28784,0.28784,0.28784
N1.HOG0031776,0.39503,0.39503,0.39503,0.39503
N1.HOG0031777,0.26173,0.26173,0.26173,0.26173
N1.HOG0031779,0.22665,0.22665,0.22665,0.22665
N1.HOG0031780,0.16732,0.16732,0.16732,0.16732
N1.HOG0031781,0.32775,0.32775,0.32775,0.32775
N1.HOG0031790,0.41658,0.41658,0.41658,0.41658
N1.HOG0031791,0.1582,0.1582,0.1582,0.1582
N1.HOG0031799,0.24704,0.24704,0.24704,0.24704
N1.HOG0031802,0.26144,0.26144,0.26144,0.26144
N1.HOG0031806,0.21828,0.21828,0.21828,0.21828
N1.HOG0031807,0.17095,0.17095,0.17095,0.17095
N1.HOG0031810,0.22018,0.22018,0.22018,0.22018
N1.HOG0031811,0.17207,0.17207,0.17207,0.17207
N1.HOG0031814,0.10704,0.10704,0.10704,0.10704
N1.HOG0031816,0.10055,0.10055,0.10055,0.10055
N1.HOG0031823,0.19701,0.19701,0.19701,0.19701
N1.HOG0031825,0.24356,0.24356,0.24356,0.24356
N1.HOG0031826,0.14352,0.14352,0.14352,0.14352
N1.HOG0031834,0.05177,0.05177,0.05177,0.05177
N1.HOG0031837,0.38612,0.38612,0.38612,0.38612
N1.HOG0031848,0.3288,0.3288,0.3288,0.3288
N1.HOG0031857,0.15565,0.15565,0.15565,0.15565
N1.HOG0031860,0.30653,0.30653,0.30653,0.30653
N1.HOG0031864,0.29596,0.29596,0.29596,0.29596
N1.HOG0031874,0.15183,0.15183,0.15183,0.15183
N1.HOG0031879,0.26759,0.26759,0.26759,0.26759
N1.HOG0031883,0.15924,0.15924,0.15924,0.15924
N1.HOG0031892,0.20401,0.20401,0.20401,0.20401
N1.HOG0031895,0.20048,0.20048,0.20048,0.20048
N1.HOG0031909,0.17474,0.17474,0.17474,0.17474
N1.HOG0031910,0.14532,0.14532,0.14532,0.14532
N1.HOG0031914,0.21182,0.21182,0.21182,0.21182
N1.HOG0031919,0.21384,0.21384,0.21384,0.21384
N1.HOG0031933,0.32198,0.32198,0.32198,0.32198
N1.HOG0031935,0.19587,0.19587,0.19587,0.19587
N1.HOG0031936,0.12142,0.12142,0.12142,0.12142
N1.HOG0031954,0.29279,0.29279,0.29279,0.29279
N1.HOG0031955,0.22554,0.22554,0.22554,0.22554
N1.HOG0031985,0.49153,0.49153,0.49153,0.49153
N1.HOG0031990,0.23909,0.23909,0.23909,0.23909
N1.HOG0031993,0.20583,0.20583,0.20583,0.20583
N1.HOG0031996,0.25208,0.25208,0.25208,0.25208
N1.HOG0031999,0.21855,0.21855,0.21855,0.21855
N1.HOG0032003,0.15397,0.15397,0.15397,0.15397
N1.HOG0032012,0.11769,0.11769,0.11769,0.11769
N1.HOG0032017,0.08908,0.08908,0.08908,0.08908
N1.HOG0032022,0.19891,0.19891,0.19891,0.19891
N1.HOG0032033,0.25662,0.25662,0.25662,0.25662
N1.HOG0032037,0.20555,0.20555,0.20555,0.20555
N1.HOG0032039,0.1669,0.1669,0.1669,0.1669
N1.HOG0032043,0.19192,0.19192,0.19192,0.19192
N1.HOG0032045,0.23989,0.23989,0.23989,0.23989
N1.HOG0032047,0.16945,0.16945,0.16945,0.16945
N1.HOG0032048,0.24043,0.24043,0.24043,0.24043
N1.HOG0032056,0.16356,0.16356,0.16356,0.16356
N1.HOG0032057,0.2582,0.2582,0.2582,0.2582
N1.HOG0032064,0.20824,0.20824,0.20824,0.20824
N1.HOG0032068,0.20342,0.20342,0.20342,0.20342
N1.HOG0032076,0.13999,0.13999,0.13999,0.13999
N1.HOG0032077,0.1813,0.1813,0.1813,0.1813
N1.HOG0032098,0.18843,0.18843,0.18843,0.18843
N1.HOG0032099,0.26698,0.26698,0.26698,0.26698
N1.HOG0032102,0.26031,0.26031,0.26031,0.26031
N1.HOG0032110,0.14988,0.14988,0.14988,0.14988
N1.HOG0032120,0.2268,0.2268,0.2268,0.2268
N1.HOG0032123,0.34591,0.34591,0.34591,0.34591
N1.HOG0032131,0.19427,0.19427,0.19427,0.19427
N1.HOG0032150,0.14316,0.14316,0.14316,0.14316
N1.HOG0032156,0.34133,0.34133,0.34133,0.34133
N1.HOG0032159,0.22691,0.22691,0.22691,0.22691
N1.HOG0032164,0.33666,0.33666,0.33666,0.33666
N1.HOG0032167,0.21703,0.21703,0.21703,0.21703
N1.HOG0032168,0.27178,0.27178,0.27178,0.27178
N1.HOG0032177,0.15461,0.15461,0.15461,0.15461
N1.HOG0032181,0.24299,0.24299,0.24299,0.24299
N1.HOG0032182,0.25325,0.25325,0.25325,0.25325
N1.HOG0032188,0.18577,0.18577,0.18577,0.18577
N1.HOG0032191,0.34051,0.34051,0.34051,0.34051
N1.HOG0032192,0.335,0.335,0.335,0.335
N1.HOG0032201,0.31123,0.31123,0.31123,0.31123
N1.HOG0032206,0.13493,0.13493,0.13493,0.13493
N1.HOG0032207,0.24945,0.24945,0.24945,0.24945
N1.HOG0032210,0.12099,0.12099,0.12099,0.12099
N1.HOG0032221,0.27485,0.27485,0.27485,0.27485
N1.HOG0032232,0.36627,0.36627,0.36627,0.36627
N1.HOG0032234,0.30603,0.30603,0.30603,0.30603
N1.HOG0032249,0.27282,0.27282,0.27282,0.27282
N1.HOG0032269,0.1739,0.1739,0.1739,0.1739
N1.HOG0032273,0.44982,0.44982,0.44982,0.44982
N1.HOG0032276,0.2224,0.2224,0.2224,0.2224
N1.HOG0032277,0.15953,0.15953,0.15953,0.15953
N1.HOG0032297,0.09102,0.09102,0.09102,0.09102
